"site","hydroseason","group","common_name","functional_grp","n","d13C","d13Csd","d15N","d15Nsd","d34S","d34Ssd"
"RB10","Wet","Consumer","Harris Mud Crab","Crab",2,-31.13,NA,9.46,0.169705627484772,18.09,1.79605122421383
"RB10","Wet","Consumer","Hogchoker","demersal_fish",2,-31.18,0.438406204335658,10.315,1.42128463018496,15.225,0.459619407771256
"RB10","Wet","Consumer","Largemouth Bass","Predator",4,-29.27,0.903880523078134,12.445,0.485077313425396,21.7125,2.40709195226661
"RB10","Wet","Consumer","Mangrove Snapper","Predator",1,-30.4,NA,12.04,NA,8.66,NA
"RB10","Wet","Consumer","Mangrove snapper","Predator",1,-30.01,NA,13.49,NA,22,NA
"RB10","Wet","Consumer","Peacock Eel","demersal_fish",5,-29.63,1.09651721372717,9.57,0.324191301548947,21.954,1.28126109751292
"RB10","Wet","Consumer","Redear Sunfish","demersal_fish",5,-29.02,1.3027662875589,9.01,0.514344242701325,20.078,3.86051421445382
"RB10","Wet","Consumer","Redfish","Predator",3,-31.1733333333333,0.461446999484592,13.0233333333333,0.526244556583091,15.2866666666667,6.82697834574956
"RB10","Wet","Consumer","Snook","Predator",5,-29.428,0.789284486101177,11.666,1.20914432554596,15.922,5.59502189450587
"RB10","Wet","Consumer","Spotted Sunfish","demersal_fish",2,-30.045,0.770746391493337,10.51,1.01823376490863,23.79,1.49906637611548
"RB10","Wet","Consumer","Spotted Tilapia","demersal_fish",4,-32.31,2.79306283495377,8.68,1.38530381745907,19.4075,3.60094779190146
"RB10","Wet","Consumer","Striped Mullet","demersal_fish",2,-32.305,0.558614357137375,10.36,1.5980613254816,12.805,3.14662517628014
"RB10","Wet","Consumer","Tidewater Mojarra","Forage_fish",3,-31.87,0.381575680566778,12.31,0.163707055437449,16.62,1.51522275590093
"RB10","Wet","Consumer","Tidewater Silverside","Forage_fish",2,-30.28,0.212132034355965,12.085,0.247487373415291,20.665,0.134350288425445
"SRS3","Dry","Consumer","Bluefin Killifish","Forage_fish",3,-31.05,0.400374824383352,8.44,0.45177427992306,22.0866666666667,0.225018517756502
"SRS3","Dry","Consumer","Eastern Grass Shrimp","Shrimp",3,-30.8933333333333,0.359212100761281,7.54333333333333,0.176162803489651,22.0333333333333,0.064291005073285
"SRS3","Dry","Consumer","Eastern Mosquitofish","Forage_fish",3,-29.5266666666667,0.332315111503123,8.96,0.0346410161513778,20.8333333333333,0.0862167810425181
"SRS3","Dry","Consumer","Flagfish","Forage_fish",3,-31.5266666666667,0.637991640488599,7.55666666666667,0.0750555349946513,19.4833333333333,0.44859038479813
"SRS3","Dry","Consumer","Gar","Predator",3,-30.4433333333333,0.247857485933618,11.5866666666667,0.391450294843845,25.0366666666667,0.177857620959387
"SRS3","Dry","Consumer","Golden Topminnow","Forage_fish",3,-28.5133333333333,0.544273215704514,9.31333333333333,0.17156145643277,20.6633333333333,0.730775843424872
"SRS3","Dry","Consumer","Slough Crayfish","Benthic_invert",3,-29.5533333333333,0.976541516441228,4.04,0.177763888346312,21.27,0.405955662603689
"SRS3","Dry","Consumer","Warmouth","demersal_fish",3,-29.89,0.0781024967590665,9.86,0.173493515728975,22.5366666666667,0.287112057101986
"SRS3","Wet","Consumer","Bluefin Killifish","Forage_fish",3,-29.09,0.240624188310319,9.52666666666667,0.100166528008779,22.1633333333333,0.205264057577876
"SRS3","Wet","Consumer","Bluegill","demersal_fish",3,-31.7033333333333,2.85239081006326,9.95666666666667,0.141891977691951,21.74,0.578619045659578
"SRS3","Wet","Consumer","Bowfin","Predator",3,-29.1166666666667,0.963967495994202,11.95,0.577148161220323,24.0133333333333,1.39004796080327
"SRS3","Wet","Consumer","Flagfish","Forage_fish",2,-30.55,0.933380951166243,9.865,0.388908729652602,21.27,0.0141421356237306
"SRS3","Wet","Consumer","Gar","Predator",4,-30.065,0.509018663704976,12.1575,0.48065060074861,23.86,1.15033328503815
"SRS3","Wet","Consumer","Giant Water Bug","Insect",2,-32.245,0.827314933988259,6.045,0.445477272147525,23.015,0.615182899632297
"SRS3","Wet","Consumer","Golden Topminnow","Forage_fish",2,-29.585,0.502045814642449,10.255,0.403050865276331,21.66,0.0989949493661171
"SRS3","Wet","Consumer","Largemouth Bass","Predator",3,-28.9366666666667,0.450814078455113,11.93,0.259422435421457,23.2766666666667,0.553022000767901
"SRS3","Wet","Consumer","Mayan Cichlid","demersal_fish",3,-31.6233333333333,1.9301381643119,8.8,0.542862781925599,23.4833333333333,1.58928705189885
"SRS3","Wet","Consumer","Peacock Eel","demersal_fish",3,-28.9066666666667,0.849548899907082,9.50333333333333,0.990168335856754,21.9966666666667,1.2002222016499
"SRS3","Wet","Consumer","Sailfin Molly","Forage_fish",2,-31.825,1.02530483272049,9.085,0.134350288425444,19.54,2.03646752981726
"SRS3","Wet","Consumer","Snook","Predator",5,-28.406,2.90239211685809,10.424,0.966452275076219,7.532,5.55818945341017
"SRS3","Wet","Consumer","Spotted Sunfish","demersal_fish",3,-29.8366666666667,1.59123641654323,10.5533333333333,0.170098010962308,23.48,2.01888583134362
"SRS3","Wet","Consumer","Spotted Tilapia","demersal_fish",3,-32.5866666666667,0.945163125250522,9.93333333333333,0.612562921938092,23.64,0.502394267483218
"SRS3","Wet","Consumer","Tidewater Mojarra","Forage_fish",3,-33.2666666666667,0.919039353528093,9.91333333333333,1.13904931119479,19.6866666666667,1.22087400387318
"SRS3","Wet","Consumer","Walking Catfish","Predator",3,-30.44,0.245153013442626,9.16,0.475709995690652,20.98,0.707036066972542
"SRS3","Wet","Consumer","Western Mosquitofish","Forage_fish",2,-30.245,0.0919238815542505,9.49,0.0989949493661171,21.305,0.431335136523794
"SRS4","Dry","Consumer","Bull shark","Predator",23,-21.54,2.0093621783134,11.6104347826087,0.712170040094292,9.74086956521739,2.34404838812039
"SRS4","Dry","Consumer","Dark False Mussel","Sessile_filter_feeder",1,-34.84,NA,8.23,NA,-0.99,NA
"SRS4","Dry","Consumer","Eastern Grass Shrimp","Shrimp",3,-28.0066666666667,0.22233608194203,9.44333333333333,0.819776392276171,10.5366666666667,1.46575350360602
"SRS4","Dry","Consumer","Harris Mud Crab","Crab",6,-25.6333333333333,7.75960995583326,6.75833333333333,0.540237602048086,5.89333333333333,4.65047811162107
"SRS4","Dry","Consumer","Isopod","Benthic_invert",3,-28.2166666666667,3.2625807780549,7.64666666666667,0.248461935381123,8.16333333333333,1.18153854500534
"SRS4","Dry","Consumer","Pink Shrimp","Shrimp",1,-26.33,NA,10.81,NA,13.96,NA
"SRS4","Dry","Consumer","Redfish","Predator",1,-30.87,NA,10.09,NA,4.48,NA
"SRS4","Dry","Consumer","Snook","Predator",1,-29.59,NA,10.19,NA,5.75,NA
"SRS4","Dry","Consumer","Water Strider","Insect",1,-29.58,NA,8.97,NA,9.64,NA
"SRS4","Wet","Consumer","Blue Crab","Crab",2,-30.84,2.9274220741123,6.985,0.756604255869605,10.635,7.67210857587404
"SRS4","Wet","Consumer","Crested Goby","demersal_fish",3,-29.0333333333333,1.63689747184524,9.37333333333333,0.738940683230619,9.63666666666667,2.60219778904935
"SRS4","Wet","Consumer","Dark False Mussel","Sessile_filter_feeder",1,-32.53,NA,6.12,NA,5.95,NA
"SRS4","Wet","Consumer","Eastern Grass Shrimp","Shrimp",2,-29.515,0.982878425849301,8.175,0.233345237791561,9.095,0.190918830920368
"SRS4","Wet","Consumer","Harris Mud Crab","Crab",2,-31.935,0.544472221513641,6.1,0.254558441227157,3.65,0.650538238691624
"SRS4","Wet","Consumer","Isopod","Benthic_invert",2,-36.46,0.0707106781186558,5.715,0.601040764008565,11.21,1.54149278298667
"SRS4","Wet","Consumer","Mangrove Snapper","Predator",5,-30.496,0.630420494590714,11.266,0.848310084815688,6.652,3.27206662523855
"SRS4","Wet","Consumer","Pink Shrimp","Shrimp",2,-31.62,0.42426406871193,7.545,0.756604255869606,5.25,0.636396103067893
"SRS4","Wet","Consumer","Redfish","Predator",2,-30.97,0.0141421356237306,10.885,0.148492424049176,3.725,1.1667261889578
"SRS4","Wet","Consumer","Sailfin Molly","Forage_fish",3,-31.8833333333333,1.17035607117378,5.13333333333333,1.00976895047002,9.77333333333333,3.64137794431357
"SRS4","Wet","Consumer","Snook","Predator",4,-28.7425,1.81542235673502,10.87,0.581435006399397,5.5325,1.62286526448337
"SRS4","Wet","Consumer","Spotted Tilapia","demersal_fish",3,-33.54,2.19560925485388,9.22666666666667,0.502924779001129,10.09,3.38288338551597
"SRS4","Wet","Consumer","Striped Mojarra","demersal_fish",3,-32.4766666666667,0.422532050066422,9.47333333333333,0.515978035708239,2.05666666666667,0.611582646363787
"SRS4","Wet","Consumer","Striped Mullet","demersal_fish",4,-20.0625,3.89084716567828,7.8925,1.00091208405134,5.2875,2.96473017321982
"SRS4","Wet","Consumer","Tidewater Mojarra","Forage_fish",3,-32.0766666666667,0.225462487641146,9.31333333333333,0.261023626006025,1.52333333333333,1.73793939288266
"SRS6","Dry","Consumer","Amphipod","Benthic_invert",1,-31.82,NA,7.14,NA,16.76,NA
"SRS6","Dry","Consumer","Bay Anchovy","Forage_fish",1,-24.43,NA,9.29,NA,15.42,NA
"SRS6","Dry","Consumer","Crested Goby","demersal_fish",4,-24.5725,0.914890703854838,8.7225,0.915655502904886,8.195,0.947048045243746
"SRS6","Dry","Consumer","Eastern Grass Shrimp","Shrimp",1,-27.56,NA,9.17,NA,11.54,NA
"SRS6","Dry","Consumer","Gastropods","Gastropod",1,-25.76,NA,-2.22,NA,16.33,NA
"SRS6","Dry","Consumer","Isopod","Benthic_invert",1,-25.53,NA,5.16,NA,13.15,NA
"SRS6","Dry","Consumer","Mangrove Periwinkle","Gastropod",2,-25.72,0.16970562748477,1.14,3.47896536343781,13.4,1.27279220613579
"SRS6","Dry","Consumer","Mangrove Tree Crab","Crab",1,-24.51,NA,5.7,NA,14.15,NA
"SRS6","Dry","Consumer","Pink Shrimp","Shrimp",6,-26.2866666666667,0.814215368724189,7.045,1.04786926665496,5.89166666666667,1.36263592594158
"SRS6","Dry","Consumer","Polychete","Benthic_invert",2,-36.25,1.10308657865102,8.775,0.799030662740798,14.09,0.692964645562817
"SRS6","Dry","Consumer","Porceline Crab","Crab",2,-24.34,2.00818325856979,5.855,0.601040764008566,10.585,0.558614357137373
"SRS6","Dry","Consumer","Salt Marsh Mud Crab","Crab",3,-23.0533333333333,2.9193549515832,6.31,1.57771987374185,9.80666666666667,1.17069779761189
"SRS6","Dry","Consumer","Tidewater Mojarra","Forage_fish",2,-24.125,0.558614357137372,9.665,0.0353553390593266,7.26,0.763675323681471
"SRS6","Wet","Consumer","Brown Grass Shrimp","Shrimp",3,-26.4033333333333,0.587310253046321,8.16333333333333,0.495412286215566,5.39333333333333,0.281128677536343
"SRS6","Wet","Consumer","Clown Goby","demersal_fish",2,-24.96,0.325269119345812,8.81,0.127279220613578,1.885,0.96873629022557
"SRS6","Wet","Consumer","Crested Goby","demersal_fish",3,-27.9266666666667,1.84830553029885,10.16,0.655057249406493,-3.49,3.96765673918498
"SRS6","Wet","Consumer","Eastern Grass Shrimp","Shrimp",2,-25.47,1.14551298552221,8.395,0.205060966544098,3.8,2.02232539419353
"SRS6","Wet","Consumer","Eastern Mosquitofish","Forage_fish",3,-26.5366666666667,0.901683610438457,8.79666666666667,0.263122278291545,1.65666666666667,2.08509791936334
"SRS6","Wet","Consumer","Golden Topminnow","Forage_fish",2,-26.675,0.318198051533946,8.105,0.445477272147525,0.285,0.318198051533946
"SRS6","Wet","Consumer","Isopod","Benthic_invert",2,-29.67,0.0141421356237306,5.8,0.0282842712474619,11.43,0.480832611206852
"SRS6","Wet","Consumer","Pink Shrimp","Shrimp",2,-28.49,0.537401153701777,6.54,1.9657568516986,4.635,1.73241161390704
"SRS6","Wet","Consumer","Sailfin Molly","Forage_fish",3,-28.49,0.378021163428717,5.69333333333333,0.606657509088393,-2.94333333333333,3.14678142446108
"SRS6","Wet","Consumer","Salt Marsh Mud Crab","Crab",2,-26.27,1.35764501987817,7.17,0.777817459305202,3.26,2.80014285349873
"SRS6","Wet","Consumer","Silver Jenny","demersal_fish",3,-28.2266666666667,0.741911944460616,9.35333333333333,0.568536131950586,-5.56666666666667,1.47886217523248
"SRS6","Wet","Consumer","Striped Mullet","demersal_fish",1,-30.67,NA,7.82,NA,5.44,NA
"SRS6","Wet","Consumer","Tidewater Mojarra","Forage_fish",1,-26.8,NA,8.69,NA,-0.27,NA
"TS10","Dry","Consumer","Amphipod","Benthic_invert",1,-16.89,NA,5.47,NA,18.26,NA
"TS10","Dry","Consumer","Blue Crab","Crab",1,-12.87,NA,5.84,NA,8.49,NA
"TS10","Dry","Consumer","Bluegill","demersal_fish",1,-11.7,NA,5.66,NA,9.12,NA
"TS10","Dry","Consumer","Dwarf Seahorse","demersal_fish",2,-11.51,3.3375440072005,7.515,1.576848122046,8.655,1.66170093578839
"TS10","Dry","Consumer","Hermit crab","Crab",4,-15.3125,0.729126189352707,6.99,2.24232022690783,11.6375,1.86810733096362
"TS10","Dry","Consumer","Polychete","Benthic_invert",1,-13.89,NA,6.7,NA,6.36,NA
"TS10","Dry","Consumer","Slug","Benthic_invert",2,-19.13,1.08894444302728,4.55,0.29698484809835,17.6,NA
"TS10","Dry","Consumer","Snapping Shrimp","Shrimp",2,-14.995,1.03944696834423,11.215,0.261629509039023,10.93,0.0282842712474613
"TS10","Dry","Consumer","Spider Crab","Crab",2,-13.595,2.19910208949016,4.305,1.46371103705615,8.84,2.54558441227157
"TS10","Dry","Consumer","Spiny Lobster","Benthic_invert",1,-13.86,NA,5.46,NA,12.46,NA
"TS10","Dry","Consumer","Stone Crab","Crab",1,-10.57,NA,4.2,NA,11.77,NA
"TS10","Dry","Consumer","Tidewater Mojarra","Forage_fish",1,-13.57,NA,7.54,NA,7.53,NA
"TS10","Dry","Consumer","Tunicate","Sessile_filter_feeder",1,-10.35,NA,5.59,NA,6.88,NA
"TS10","Wet","Consumer","Atlantic Modulus","Gastropod",2,-9.985,0.0494974746830585,5.1,0.0424264068711926,7.82,0.113137084989848
"TS10","Wet","Consumer","Barracuda","Predator",1,-12.37,NA,10.53,NA,-0.94,NA
"TS10","Wet","Consumer","Blue Crab","Crab",3,-11.7,0.229128784747792,5.18666666666667,0.957096303061157,6.4,4.63181389954303
"TS10","Wet","Consumer","Brown Grass Shrimp","Shrimp",2,-11.445,0.81317279836453,5.765,0.233345237791561,10.815,0.502045814642448
"TS10","Wet","Consumer","Cross-Barred Venus","Sessile_filter_feeder",2,-12.87,0,5.565,0.275771644662753,5.555,0.629325035256027
"TS10","Wet","Consumer","Goldspotted Killifish","Forage_fish",3,-10.9333333333333,0.283607710285411,7.16333333333333,0.347035060668707,4.63333333333333,0.279344470740577
"TS10","Wet","Consumer","Hermit Crab","Crab",3,-13.4766666666667,0.891758562242793,4.38666666666667,0.78373039582074,9.95333333333333,0.669427616201583
"TS10","Wet","Consumer","Mangrove Snapper","Predator",3,-7.66666666666667,0.335012437580059,11.9433333333333,0.425715084690845,5.35,1.23596116443843
"TS10","Wet","Consumer","Pinfish","demersal_fish",1,-9.87,NA,8.09,NA,4.9,NA
"TS10","Wet","Consumer","Redfin Needlefish","Predator",2,-10.065,1.44956890143242,11.12,0.254558441227158,3.675,1.53442171517481
"TS10","Wet","Consumer","Scaly Pearl Oyster","Sessile_filter_feeder",2,-12.68,0.282842712474619,4.71,0.0424264068711932,6.89,0.169705627484772
"TS10","Wet","Consumer","Silver Jenny","demersal_fish",3,-10.8966666666667,0.751953012716441,9.34,0.0655743852430204,1.92333333333333,0.453908948285153
"TS10","Wet","Consumer","Tidewater Mojarra","Forage_fish",3,-10.5666666666667,0.0808290376865476,8.14333333333333,0.119303534454488,4.42333333333333,0.375544049790878
"TS10","Wet","Consumer","Tidewater Silverside","Forage_fish",2,-10.02,0,9.71,0.169705627484772,2.53,0.183847763108503
"TS10","Wet","Consumer","West Indian False Cerith","Gastropod",2,-12.215,0.360624458405139,5.275,0.0636396103067892,0.46,1.40007142674936
"TS11","Dry","Consumer","Anemone","Sessile_filter_feeder",1,-14.71,NA,3.58,NA,12.84,NA
"TS11","Dry","Consumer","Fringed Filefish","demersal_fish",1,-17.71,NA,6.27,NA,11.4,NA
"TS11","Dry","Consumer","Golden Topminnow","Forage_fish",1,-15.17,NA,4.26,NA,12.1,NA
"TS11","Dry","Consumer","Harris Mud Crab","Crab",7,-15.5185714285714,1.3297045858815,4.55857142857143,0.827112015215766,14.47,0.814821043747235
"TS11","Dry","Consumer","Sponge","Sessile_filter_feeder",1,-18.25,NA,6.06,NA,9.38,NA
"TS11","Dry","Consumer","Tunicate","Sessile_filter_feeder",2,-15.67,0.678822509939085,3.685,0.37476659402887,10.085,0.0636396103067904
"TS11","Wet","Consumer","Arrow Shrimp","Shrimp",2,-16.195,0.34648232278141,4.19,0.0141421356237313,12.95,0.466690475583121
"TS11","Wet","Consumer","Atlantic Modulus","Gastropod",2,-13.655,0.403050865276332,1.895,0.0212132034355964,16.06,0.43840620433566
"TS11","Wet","Consumer","Blue Striped Grunt","demersal_fish",3,-14.47,0.550272659687904,8.72,0.355387112878337,10.05,1.10801624536827
"TS11","Wet","Consumer","Brown Grass Shrimp","Shrimp",3,-14.5333333333333,0.0776745346515396,6.03666666666667,0.100664459136943,12.55,0.587962583843563
"TS11","Wet","Consumer","Bubble Snail","Gastropod",1,-18.8,NA,4.37,NA,14.21,NA
"TS11","Wet","Consumer","Chestnut Turban Snail","Gastropod",2,-13.67,NA,3.27,NA,14.735,1.11015764646288
"TS11","Wet","Consumer","Fringed Filefish","demersal_fish",3,-13.92,0.372424488990721,6.83333333333333,0.0152752523165191,9.92,0.995941765365827
"TS11","Wet","Consumer","Giant Purple Barnacle","Sessile_filter_feeder",2,-16.6,0.5939696961967,8.37,0.169705627484772,14.14,2.50315800540038
"TS11","Wet","Consumer","Harris Mud Crab","Crab",2,-19.365,0.106066017177984,3.56,0.113137084989848,13.8,0.5939696961967
"TS11","Wet","Consumer","Hermit Crab","Crab",1,-16.82,NA,3.08,NA,10.15,NA
"TS11","Wet","Consumer","Isopod","Benthic_invert",1,-19.11,NA,5.05,NA,17.7,NA
"TS11","Wet","Consumer","Ivory Cerith","Gastropod",2,-13.7,0.183847763108502,3.06,0.014142135623731,12.155,3.86787409309042
"TS11","Wet","Consumer","Penaeid Shrimp","Shrimp",2,-14.55,0.523259018078045,6.78,0.15556349186104,12.575,0.275771644662753
"TS11","Wet","Consumer","Schoolmaster Snapper","Predator",2,-13.985,0.0636396103067892,8.7,0.353553390593274,11.51,0.424264068711928
"TS11","Wet","Consumer","Silver Jenny","demersal_fish",3,-12.6,0.607536007163361,7.80666666666667,0.44792112400883,7.18666666666667,2.48785717703676
"TS11","Wet","Consumer","Stone Crab","Crab",2,-17.85,0.395979797464466,6.895,0.403050865276332,14.775,1.12429978208661
"TS11","Wet","Consumer","Tunicate","Sessile_filter_feeder",2,-24.285,2.52437120883597,4.045,0.643467170879758,12.455,3.5426049737446
"TS3","Dry","Consumer","Bluefin Killifish","Forage_fish",3,-29.6966666666667,0.626444996255326,7.72333333333333,0.764874717410201,14.7,0.466047207909242
"TS3","Dry","Consumer","Eastern Grass Shrimp","Shrimp",3,-28.6633333333333,0.496621921921831,6.53333333333333,0.0907377172587747,13.3866666666667,0.342685472895093
"TS3","Dry","Consumer","Eastern Mosquitofish","Forage_fish",3,-29.1066666666667,0.565007374583141,7.76,0.0793725393319379,15.965,1.06773123959169
"TS3","Wet","Consumer","Asian Swamp Eel","demersal_fish",5,-22.288,0.972224253966131,9.57,0.445477272147524,18.34,1.70716138662986
"TS3","Wet","Consumer","Bluefin Killifish","Forage_fish",3,-23.2266666666667,0.225018517756503,7.72,0.372692903071685,12.01,0.445084261685357
"TS3","Wet","Consumer","Bluegill","demersal_fish",5,-28.492,1.00835013760102,8.924,0.354019773459054,16.658,2.08776674942389
"TS3","Wet","Consumer","Eastern Grass Shrimp","Shrimp",3,-27.46,0.166433169770932,6.73,0.26,11.71,0.151327459504216
"TS3","Wet","Consumer","Eastern Mosquitofish","Forage_fish",3,-22.9033333333333,0.401538707142079,8.82333333333333,0.145716619962629,11.8766666666667,0.140118997046558
"TS3","Wet","Consumer","Gar","Predator",6,-24.8883333333333,2.28575953824252,11.82,0.51353675623075,17.5116666666667,3.21803304312847
"TS3","Wet","Consumer","Golden Topminnow","Forage_fish",2,-23.58,3.35168614282423,8.715,0.615182899632297,15.66,2.12132034355964
"TS3","Wet","Consumer","Largemouth Bass","Predator",5,-25.084,3.05118501569472,10.828,0.323063461258001,17.028,3.94572173372629
"TS3","Wet","Consumer","Mayan Cichlid","demersal_fish",5,-27.586,3.72776474579607,7.998,0.846947459999733,14.39,1.136023767357
"TS3","Wet","Consumer","Peacock Eel","demersal_fish",5,-26.226,0.860337143217704,8.544,0.448976614090311,16.44,2.23647043351796
"TS3","Wet","Consumer","Redear Sunfish","demersal_fish",3,-28.8366666666667,2.33543001036925,8.76333333333333,0.417412665516193,15.83,0.89370017343626
"TS7","Dry","Consumer","Eastern Oyster","Sessile_filter_feeder",1,-22.59,NA,8.16,NA,10.12,NA
"TS7","Dry","Consumer","Gulf Pipefish","demersal_fish",1,-15.91,NA,11.1,NA,9.04,NA
"TS7","Dry","Consumer","Mussel","Sessile_filter_feeder",1,-24.76,NA,7.3,NA,9.45,NA
"TS7","Dry","Consumer","Pink Shrimp","Shrimp",1,-15.12,NA,11.06,NA,12.3,NA
"TS7","Dry","Consumer","Rainwater Killifish","Forage_fish",2,-17.95,0.268700576850887,10.12,0.636396103067893,11.945,0.247487373415291
"TS7","Dry","Consumer","Stone Crab","Crab",1,-14.19,NA,7.2,NA,9.16,NA
"TS7","Wet","Consumer","Bay Anchovy","Forage_fish",3,-17.9966666666667,0.153079500042733,10.0766666666667,0.658356539675374,3.36333333333333,0.85231058501777
"TS7","Wet","Consumer","Brown Grass Shrimp","Shrimp",2,-18.58,0.692964645562817,10.035,0.912167747730646,6.89,1.51320851173921
"TS7","Wet","Consumer","Code Goby","demersal_fish",2,-18.62,0.183847763108503,10.625,0.00707106781186658,3.425,0.558614357137373
"TS7","Wet","Consumer","Crested Goby","demersal_fish",3,-19.1666666666667,1.04920604903581,10.1266666666667,0.7245228314783,2.04666666666667,3.14258386257763
"TS7","Wet","Consumer","Eastern Oyster","Sessile_filter_feeder",1,-26.22,NA,7.36,NA,8.81,NA
"TS7","Wet","Consumer","Flatback Mud Crab","Crab",2,-24.705,0.756604255869604,7.69,0.806101730552664,5.48,0.0282842712474619
"TS7","Wet","Consumer","Goldspotted Killifish","Forage_fish",2,-17.455,0.417193000900063,10.69,0.197989898732233,2.495,0.700035713374682
"TS7","Wet","Consumer","Harris Mud Crab","Crab",2,-23.725,0.572756492761103,7.99,0.268700576850888,4.425,0.417193000900063
"TS7","Wet","Consumer","Isopod","Benthic_invert",2,-22.9,3.08298556597335,7.755,1.85969083452062,7.62,3.13955410846827
"TS7","Wet","Consumer","Mangrove Snapper","Predator",5,-14.64,0.675018518264499,13.95,0.402926792358116,6.082,0.733975476429561
"TS7","Wet","Consumer","Pilchard","Forage_fish",2,-18.795,0.190918830920368,8.895,0.106066017177982,5.75,0.212132034355965
"TS7","Wet","Consumer","Pink Shrimp","Shrimp",1,-17.98,NA,8.79,NA,3.14,NA
"TS7","Wet","Consumer","Rainwater Killifish","Forage_fish",3,-18.8533333333333,0.987741531643442,11.89,0.343947670438397,7.26,0.897050723203543
"TS9","Dry","Consumer","Amphipod","Benthic_invert",1,-18.26,NA,11.2,NA,10.7,NA
"TS9","Dry","Consumer","Eastern Grass Shrimp","Shrimp",1,-18.55,NA,11.61,NA,15.04,NA
"TS9","Dry","Consumer","Rainwater Killifish","Forage_fish",1,-16.38,NA,13.73,NA,12.68,NA
"TS9","Dry","Consumer","Redfin Needlefish","Predator",1,-15.85,NA,12.29,NA,10.87,NA
"TS9","Dry","Consumer","Sponge","Sessile_filter_feeder",3,-15.26,1.76076687837999,6.21333333333333,1.27735403601873,12.02,4.46891485709898
"TS9","Dry","Consumer","Toadfish","demersal_fish",1,-15.17,NA,12.66,NA,9.54,NA
"TS9","Wet","Consumer","Atlantic Marginella","Gastropod",2,-15.515,0.275771644662754,12.54,0.268700576850889,14.215,0.388908729652602
"TS9","Wet","Consumer","Bubble Snail","Gastropod",2,-20.48,0.325269119345812,12.465,0.67175144212722,18.01,0.622253967444161
"TS9","Wet","Consumer","Hermit Crab","Crab",1,-16.2,NA,9.82,NA,13.67,NA
"TS9","Wet","Consumer","Isopod","Benthic_invert",1,-23.75,NA,8.41,NA,16.86,NA
"TS9","Wet","Consumer","Mangrove Snapper","Predator",3,-12.3033333333333,1.43291079043091,14.5866666666667,1.14631292993377,6.52,2.40642888945425
